idKlienta;imie;nazwisko;idKategorii_FK
161;Adam;Pocztarek;5
162;Tomasz;Juda;3
163;Piotr;Sztreker;2
164;Agata;Pawlak;3
165;Agata;Pocztarek;1
166;Karolina;Juda;2
167;Patryk;Duda;3
168;Kacper;Wieczorek;2
169;Karol;Gajda;3
170;Nina;Gita;3
171;Karolina;Kowalski;3
172;Magdalena;Mazur;2
173;Janina;Kowalski;1
174;Adam;Sikora;3
175;Paulina;Juda;3
176;Magdalena;Wojniak;3
177;Janina;Pocztarek;3
178;Tomasz;Pawlak;2
179;Janina;Pocztarek;2
180;Kamil;Gita;1
181;Karolina;Gajda;4
182;Paulina;Juda;1
183;Nina;Kowalski;1
184;Paulina;Mazur;3
185;Karolina;Pocztarek;3
186;Janina;Gita;3
187;Piotr;Nowak;3
188;Nina;Nowak;3
189;Magdalena;Pietrzak;3
190;Karol;Sikora;3
191;Kacper;Wieczorek;2
192;Klaudiusz;Mazur;3
193;Patryk;Mazur;3
194;Nina;Pietrzak;2
195;Karol;Sztreker;2
196;Karol;Kowalski;2
197;Kacper;Gita;3
198;Magdalena;Kowalski;3
199;Janina;Gita;1
200;Julian;Lampa;3
201;Kamil;Szramowiat;3
202;Paulina;Pocztarek;4
203;Karolina;Sztreker;1
204;Paulina;Gita;3
205;Karolina;Pietrzak;3
206;Tomasz;Pocztarek;3
207;Patryk;Sztreker;1
208;Paulina;Sikora;3
209;Agata;Miernik;3
210;Janina;Pietrzak;3
211;Adam;Pawlak;3
212;Kacper;Lampa;3
213;Magdalena;Sikora;4
214;Adam;Pocztarek;1
215;Adam;Szramowiat;5
216;Bartosz;Pawlak;3
217;Piotr;Miernik;3
218;Bartosz;Juda;2
219;Piotr;Sikora;3
220;Agata;Pocztarek;3
221;Bartosz;Wieczorek;3
222;Janina;Szramowiat;1
223;Janina;Pocztarek;3
224;Wojciech;Kowalski;1
225;Adam;Miernik;3
226;Karol;Sikora;1
227;Agata;Mazur;2
228;Klaudiusz;Nowak;2
229;Janina;Kowalski;3
230;Wojciech;Gita;3
231;Kacper;Pietrzak;3
232;Janina;Nowak;3
233;Karol;Wieczorek;5
234;Karol;Nowak;3
235;Nina;Gita;1
236;Agata;Miernik;2
237;Klaudiusz;Juda;3
238;Agata;Szramowiat;1
239;Patryk;Nowak;4
240;Agata;Szramowiat;2
241;Bartosz;Kowalski;4
242;Kacper;Gajda;3
243;Agata;Miernik;2
244;Adam;Szramowiat;3
245;Karolina;Miernik;2
246;Kacper;Juda;2
247;Karolina;Miernik;3
248;Adam;Wieczorek;4
249;Bartosz;Pietrzak;3
250;Paulina;Szramowiat;2
251;Julian;Wieczorek;3
252;Wojciech;Juda;2
253;Kacper;Lampa;2
254;Klaudiusz;Szramowiat;4
255;Nina;Juda;3
256;Adam;Juda;3
257;Patryk;Kowalski;3
258;Julian;Juda;3
259;Kamil;Gajda;4
260;Piotr;Wojniak;1
261;Bartosz;Szramowiat;1
262;Wojciech;Mazur;5
263;Bartosz;Wojniak;2
264;Tomasz;Juda;5
265;Paulina;Pawlak;3
266;Klaudiusz;Pawlak;3
267;Tomasz;Sikora;3
268;Magdalena;Lampa;2
269;Wojciech;Mazur;3
270;Wojciech;Pocztarek;1
271;Janina;Pocztarek;1
272;Adam;Lampa;3
273;Magdalena;Gita;4
274;Piotr;Sikora;3
275;Tomasz;Miernik;2
276;Tomasz;Wojniak;1
277;Karolina;Duda;3
278;Karolina;Gita;3
279;Bartosz;Pawlak;3
280;Magdalena;Mazur;3
281;Patryk;Miernik;3
282;Klaudiusz;Pocztarek;3
283;Nina;Pietrzak;2
284;Piotr;Wojniak;3
285;Magdalena;Pawlak;3
286;Bartosz;Wojniak;2
287;Julian;Gita;3
288;Karol;Sikora;3
289;Agata;Juda;4
290;Kamil;Kowalski;3
291;Agata;Szramowiat;1
292;Adam;Wojniak;3
293;Kacper;Kowalski;3
294;Tomasz;Pietrzak;3
295;Wojciech;Kowalski;1
296;Janina;Lampa;1
297;Wojciech;Szramowiat;3
298;Karolina;Wieczorek;3
299;Janina;Szramowiat;2
300;Julian;Pietrzak;4
301;Piotr;Lampa;4
302;Nina;Sztreker;1
303;Kamil;Pietrzak;3
304;Agata;Nowak;3
305;Magdalena;Sikora;2
306;Karolina;Nowak;3
307;Bartosz;Juda;3
308;Nina;Wieczorek;3
309;Nina;Juda;1
310;Karol;Pawlak;1
311;Janina;Miernik;3
312;Tomasz;Miernik;1
313;Karol;Gajda;1
314;Kacper;Gajda;3
315;Bartosz;Duda;2
316;Kacper;Lampa;1
317;Agata;Juda;2
318;Patryk;Duda;3
319;Patryk;Gajda;3
320;Bartosz;Szramowiat;1
321;Nina;Juda;3
322;Kamil;Szramowiat;3
323;Paulina;Pocztarek;3
324;Adam;Gajda;3
325;Wojciech;Pietrzak;2
326;Kacper;Pocztarek;2
327;Adam;Miernik;3
328;Klaudiusz;Juda;3
329;Wojciech;Pawlak;2
330;Karolina;Juda;4
331;Piotr;Wieczorek;3
332;Kacper;Juda;3
333;Kacper;Gita;2
334;Piotr;Gita;4
335;Piotr;Gita;1
336;Bartosz;Pietrzak;3
337;Agata;Duda;2
338;Agata;Sikora;4
339;Kamil;Pawlak;1
340;Wojciech;Wojniak;1
341;Bartosz;Gita;2
342;Kamil;Szramowiat;5
343;Wojciech;Nowak;3
344;Klaudiusz;Gita;3
345;Patryk;Gajda;3
346;Karol;Miernik;3
347;Adam;Gita;3
348;Nina;Pietrzak;3
349;Agata;Pocztarek;3
350;Patryk;Wojniak;3
351;Klaudiusz;Duda;4
352;Patryk;Sikora;3
353;Karolina;Nowak;1
354;Kamil;Mazur;1
355;Piotr;Duda;2
356;Karol;Juda;2
357;Kacper;Sikora;4
358;Patryk;Kowalski;1
359;Tomasz;Pietrzak;2
360;Magdalena;Gita;3
361;Patryk;Pocztarek;2
362;Kacper;Szramowiat;3
363;Magdalena;Szramowiat;1
364;Tomasz;Gita;1
365;Agata;Nowak;1
366;Kamil;Pocztarek;1
367;Agata;Mazur;4
368;Agata;Sikora;3
369;Tomasz;Kowalski;3
370;Klaudiusz;Pawlak;3
371;Kamil;Duda;2
372;Karol;Juda;3
373;Wojciech;Pietrzak;2
374;Bartosz;Kowalski;5
375;Klaudiusz;Lampa;2
376;Paulina;Juda;3
377;Nina;Juda;2
378;Karolina;Sikora;1
379;Piotr;Juda;3
380;Wojciech;Duda;2
381;Paulina;Gajda;1
382;Kamil;Szramowiat;3
383;Magdalena;Miernik;3
384;Kamil;Wieczorek;3
385;Paulina;Wieczorek;2
386;Julian;Sztreker;4
387;Karol;Pietrzak;2
388;Kacper;Gita;3
389;Karol;Sztreker;3
390;Janina;Wieczorek;1
391;Klaudiusz;Wojniak;3
392;Wojciech;Gajda;3
393;Tomasz;Sztreker;3
394;Klaudiusz;Wojniak;2
395;Karol;Sztreker;3
396;Karol;Wieczorek;3
397;Tomasz;Gajda;3
398;Karol;Gajda;3
399;Nina;Nowak;2
400;Julian;Wieczorek;3
401;Tomasz;Wojniak;3
402;Bartosz;Pietrzak;2
403;Nina;Szramowiat;3
404;Karolina;Wieczorek;3
405;Wojciech;Pietrzak;1
406;Bartosz;Wieczorek;2
407;Kamil;Mazur;1
408;Kamil;Wojniak;1
409;Karolina;Pietrzak;2
410;Klaudiusz;Gajda;4
411;Patryk;Duda;3
412;Magdalena;Sikora;3
413;Paulina;Wieczorek;3
414;Tomasz;Sikora;3
415;Julian;Sztreker;1
416;Bartosz;Juda;3
417;Agata;Pawlak;3
418;Bartosz;Gajda;3
419;Klaudiusz;Szramowiat;2
420;Patryk;Szramowiat;3
421;Paulina;Wojniak;3
422;Magdalena;Sztreker;1
423;Kacper;Gita;2
424;Wojciech;Szramowiat;3
425;Kacper;Sikora;2
426;Patryk;Pawlak;1
427;Karol;Juda;2
428;Agata;Sikora;1
429;Kamil;Gajda;3
430;Karolina;Duda;3
431;Kamil;Sztreker;3
432;Piotr;Nowak;3
433;Tomasz;Kowalski;3
434;Bartosz;Nowak;3
435;Karol;Kowalski;3
436;Karolina;Pietrzak;2
437;Karolina;Kowalski;4
438;Adam;Szramowiat;3
439;Kamil;Kowalski;3
440;Karolina;Sztreker;2
441;Kamil;Gajda;3
442;Agata;Pocztarek;3
443;Adam;Sztreker;3
444;Nina;Miernik;2
445;Patryk;Gajda;2
446;Patryk;Mazur;3
447;Patryk;Pocztarek;4
448;Patryk;Szramowiat;3
449;Paulina;Lampa;2
450;Wojciech;Gita;5
451;Magdalena;Sztreker;1
452;Karolina;Gita;3
453;Karolina;Szramowiat;2
454;Adam;Juda;2
455;Patryk;Pocztarek;3
456;Paulina;Pietrzak;1
457;Patryk;Juda;3
458;Paulina;Gajda;5
459;Agata;Szramowiat;3
460;Paulina;Sikora;3
461;Karol;Lampa;4
462;Paulina;Juda;3
463;Klaudiusz;Wojniak;3
464;Tomasz;Wojniak;3
465;Bartosz;Sztreker;4
466;Magdalena;Szramowiat;3
467;Karolina;Szramowiat;3
468;Julian;Pocztarek;3
469;Kacper;Kowalski;1
470;Paulina;Juda;4
471;Karol;Kowalski;2
472;Wojciech;Wieczorek;1
473;Bartosz;Gita;4
474;Magdalena;Duda;3
475;Nina;Miernik;3
476;Karolina;Duda;3
477;Tomasz;Mazur;2
478;Patryk;Gita;2
479;Julian;Gita;2
480;Adam;Szramowiat;3
481;Karol;Kowalski;2
482;Paulina;Sztreker;4
483;Tomasz;Duda;3
484;Patryk;Kowalski;5
485;Janina;Pocztarek;3
486;Karol;Gita;3
487;Wojciech;Juda;2
488;Janina;Gita;1
489;Wojciech;Juda;1
490;Patryk;Nowak;5
491;Janina;Szramowiat;4
492;Nina;Juda;3
493;Julian;Sztreker;5
494;Nina;Duda;3
495;Patryk;Kowalski;1
496;Nina;Gajda;3
497;Klaudiusz;Sikora;2
498;Nina;Kowalski;5
499;Patryk;Lampa;1
500;Janina;Miernik;4
501;Magdalena;Sikora;4
502;Tomasz;Mazur;2
503;Adam;Sikora;3
504;Julian;Sikora;3
505;Karolina;Pawlak;1
506;Tomasz;Nowak;4
507;Paulina;Sztreker;3
508;Nina;Juda;3
509;Piotr;Wojniak;2
510;Klaudiusz;Kowalski;5
511;Kacper;Juda;4
512;Magdalena;Pietrzak;3
513;Karol;Miernik;3
514;Nina;Wieczorek;2
515;Wojciech;Miernik;2
516;Wojciech;Pietrzak;3
517;Paulina;Wieczorek;3
518;Karol;Kowalski;3
519;Nina;Lampa;2
520;Paulina;Gajda;3
521;Adam;Miernik;3
522;Julian;Duda;3
523;Karol;Wojniak;3
524;Adam;Wieczorek;3
525;Kacper;Nowak;1
526;Karolina;Gita;3
527;Kacper;Duda;3
528;Karolina;Wieczorek;2
529;Klaudiusz;Wieczorek;3
530;Janina;Wieczorek;4
531;Kacper;Szramowiat;3
532;Kacper;Nowak;2
533;Magdalena;Pawlak;3
534;Adam;Sztreker;3
535;Julian;Wieczorek;3
536;Karol;Lampa;3
537;Karolina;Wieczorek;1
538;Wojciech;Miernik;2
539;Karolina;Miernik;1
540;Tomasz;Juda;3
541;Nina;Gita;2
542;Tomasz;Wojniak;3
543;Wojciech;Mazur;3
544;Paulina;Lampa;1
545;Julian;Gajda;5
546;Karolina;Gita;3
547;Agata;Nowak;2
548;Piotr;Szramowiat;5
549;Nina;Wojniak;4
550;Patryk;Gajda;3
551;Karolina;Pocztarek;3
552;Paulina;Pocztarek;1
553;Julian;Kowalski;3
554;Agata;Nowak;2
555;Kacper;Lampa;2
556;Kacper;Nowak;4
557;Janina;Szramowiat;3
558;Karolina;Wojniak;2
559;Karol;Pocztarek;5
560;Karol;Nowak;3
561;Tomasz;Sztreker;1
562;Janina;Nowak;4
563;Kamil;Wojniak;3
564;Paulina;Juda;3
565;Patryk;Szramowiat;1
566;Piotr;Pietrzak;3
567;Kacper;Nowak;5
568;Wojciech;Miernik;5
569;Karol;Sikora;3
570;Adam;Wieczorek;3
571;Tomasz;Gajda;2
572;Karolina;Pietrzak;3
573;Janina;Duda;2
574;Tomasz;Lampa;3
575;Janina;Wieczorek;1
576;Patryk;Sikora;3
577;Karol;Pietrzak;3
578;Karol;Sikora;4
579;Kamil;Lampa;3
580;Julian;Gita;3
581;Tomasz;Wieczorek;2
582;Bartosz;Miernik;1
583;Piotr;Wieczorek;1
584;Patryk;Sikora;1
585;Kamil;Gajda;3
586;Piotr;Pocztarek;3
587;Kacper;Szramowiat;2
588;Wojciech;Szramowiat;1
589;Adam;Pocztarek;1
590;Piotr;Pocztarek;4
591;Karolina;Sztreker;3
592;Klaudiusz;Nowak;3
593;Bartosz;Gajda;3
594;Wojciech;Wieczorek;3
595;Patryk;Pocztarek;1
596;Adam;Szramowiat;2
597;Wojciech;Wieczorek;2
598;Karolina;Wojniak;3
599;Julian;Szramowiat;2
600;Karol;Wieczorek;3
601;Klaudiusz;Wieczorek;3
602;Janina;Wojniak;3
603;Patryk;Gita;4
604;Klaudiusz;Sikora;3
605;Karolina;Pocztarek;3
606;Janina;Gajda;5
607;Kacper;Wojniak;3
608;Kacper;Kowalski;3
609;Kacper;Juda;3
610;Nina;Nowak;2
611;Janina;Juda;3
612;Janina;Wieczorek;3
613;Bartosz;Mazur;3
614;Bartosz;Kowalski;1
615;Tomasz;Pietrzak;3
616;Janina;Szramowiat;2
617;Karolina;Wieczorek;3
618;Janina;Wieczorek;3
619;Bartosz;Szramowiat;1
620;Klaudiusz;Pocztarek;4
621;Bartosz;Kowalski;3
622;Paulina;Wieczorek;2
623;Julian;Miernik;3
624;Julian;Pietrzak;3
625;Julian;Lampa;3
626;Piotr;Lampa;3
627;Kacper;Pietrzak;5
628;Patryk;Pietrzak;3
629;Magdalena;Mazur;2
630;Julian;Pietrzak;3
631;Bartosz;Nowak;3
632;Paulina;Mazur;3
633;Wojciech;Wieczorek;3
634;Patryk;Wojniak;5
635;Nina;Juda;5
636;Piotr;Wojniak;2
637;Adam;Miernik;3
638;Agata;Szramowiat;3
639;Klaudiusz;Wojniak;3
640;Bartosz;Szramowiat;3
641;Julian;Mazur;1
642;Paulina;Sikora;5
643;Julian;Wojniak;2
644;Piotr;Mazur;3
645;Nina;Kowalski;3
646;Kacper;Kowalski;3
647;Paulina;Juda;3
648;Nina;Mazur;3
649;Klaudiusz;Pocztarek;3
650;Adam;Pawlak;3
651;Julian;Juda;3
652;Karolina;Sztreker;1
653;Paulina;Juda;3
654;Kacper;Kowalski;1
655;Kamil;Mazur;3
656;Patryk;Sikora;5
657;Klaudiusz;Pietrzak;2
658;Wojciech;Mazur;3
659;Karolina;Szramowiat;2
660;Magdalena;Wojniak;3
661;Kacper;Sztreker;3
662;Tomasz;Pawlak;2
663;Janina;Pocztarek;4
664;Patryk;Mazur;3
665;Tomasz;Gajda;3
666;Patryk;Gajda;5
667;Paulina;Juda;1
668;Adam;Gajda;2
669;Wojciech;Wojniak;4
670;Janina;Duda;1
671;Karol;Duda;3
672;Piotr;Lampa;3
673;Adam;Mazur;3
674;Karolina;Pawlak;3
675;Karolina;Lampa;3
676;Karol;Wojniak;1
677;Tomasz;Pietrzak;3
678;Karol;Duda;3
679;Kamil;Duda;3
680;Kamil;Pocztarek;3
681;Adam;Szramowiat;3
682;Karolina;Kowalski;2
683;Kacper;Gita;3
684;Kamil;Nowak;4
685;Adam;Pawlak;1
686;Nina;Mazur;2
687;Kamil;Sztreker;1
688;Piotr;Wieczorek;3
689;Klaudiusz;Szramowiat;3
690;Adam;Miernik;1
691;Piotr;Pietrzak;1
692;Julian;Gajda;1
693;Klaudiusz;Pawlak;2
694;Patryk;Juda;3
695;Klaudiusz;Szramowiat;3
696;Janina;Kowalski;3
697;Tomasz;Sikora;2
698;Klaudiusz;Mazur;3
699;Karolina;Sztreker;3
700;Bartosz;Sikora;2
701;Agata;Mazur;3
702;Agata;Mazur;2
703;Kacper;Gajda;2
704;Wojciech;Mazur;3
705;Klaudiusz;Pawlak;3
706;Janina;Pietrzak;3
707;Nina;Gajda;2
708;Nina;Nowak;2
709;Magdalena;Nowak;3
710;Piotr;Pawlak;2
711;Karolina;Lampa;2
712;Julian;Gita;4
713;Kacper;Wieczorek;5
714;Agata;Gajda;2
715;Magdalena;Kowalski;3
716;Kacper;Gita;3
717;Kacper;Pietrzak;1
718;Wojciech;Wieczorek;3
719;Patryk;Lampa;1
720;Tomasz;Sztreker;3
721;Janina;Miernik;3
722;Tomasz;Kowalski;1
723;Kacper;Wieczorek;3
724;Janina;Mazur;3
725;Magdalena;Sikora;3
726;Tomasz;Gajda;3
727;Kacper;Pietrzak;3
728;Adam;Miernik;3
729;Nina;Pietrzak;3
730;Adam;Pietrzak;3
731;Magdalena;Gita;3
732;Karol;Szramowiat;3
733;Patryk;Pocztarek;3
734;Tomasz;Szramowiat;2
735;Wojciech;Pietrzak;3
736;Bartosz;Mazur;1
737;Karolina;Miernik;3
738;Agata;Kowalski;3
739;Karolina;Gita;3
740;Julian;Nowak;3
741;Piotr;Gajda;5
742;Kamil;Gajda;3
743;Karol;Duda;3
744;Julian;Kowalski;3
745;Karol;Nowak;4
746;Karol;Wojniak;5
747;Agata;Pietrzak;2
748;Kacper;Gajda;1
749;Patryk;Nowak;5
750;Nina;Pawlak;2
751;Bartosz;Szramowiat;3
752;Karolina;Lampa;3
753;Karolina;Mazur;3
754;Tomasz;Gajda;2
755;Magdalena;Szramowiat;2
756;Adam;Szramowiat;5
757;Wojciech;Gajda;4
758;Karolina;Sztreker;3
759;Karolina;Miernik;5
760;Adam;Mazur;1
761;Tomasz;Mazur;3
762;Kacper;Pawlak;2
763;Patryk;Gajda;3
764;Klaudiusz;Gita;3
765;Adam;Kowalski;3
766;Klaudiusz;Gita;3
767;Kacper;Gita;4
768;Julian;Sztreker;1
769;Paulina;Nowak;2
770;Karolina;Gajda;4
771;Magdalena;Pietrzak;2
772;Janina;Sztreker;3
773;Klaudiusz;Kowalski;3
774;Bartosz;Pocztarek;5
775;Magdalena;Miernik;3
776;Julian;Gajda;4
777;Karolina;Wieczorek;2
778;Klaudiusz;Juda;2
779;Nina;Sikora;3
780;Klaudiusz;Miernik;3
781;Bartosz;Mazur;3
782;Agata;Szramowiat;3
783;Agata;Sztreker;5
784;Patryk;Pawlak;2
785;Paulina;Juda;2
786;Karol;Pietrzak;3
787;Magdalena;Pocztarek;3
788;Klaudiusz;Gita;4
789;Bartosz;Pocztarek;3
790;Patryk;Sikora;2
791;Tomasz;Wieczorek;3
792;Piotr;Juda;3
793;Tomasz;Kowalski;2
794;Kamil;Gajda;4
795;Bartosz;Kowalski;3
796;Piotr;Wojniak;2
797;Bartosz;Juda;3
798;Janina;Juda;3
799;Bartosz;Miernik;3
800;Karolina;Lampa;3
801;Patryk;Miernik;3
802;Wojciech;Miernik;1
803;Piotr;Gita;3
804;Karol;Pawlak;4
805;Patryk;Sztreker;2
806;Paulina;Duda;3
807;Janina;Mazur;3
808;Magdalena;Lampa;2
809;Agata;Pietrzak;3
810;Julian;Wojniak;4
811;Agata;Gita;3
812;Klaudiusz;Miernik;3
813;Nina;Nowak;3
814;Kacper;Juda;2
815;Karolina;Wojniak;3
816;Magdalena;Wieczorek;1
817;Wojciech;Duda;1
818;Nina;Duda;2
819;Nina;Juda;4
820;Janina;Nowak;2
821;Wojciech;Juda;3
822;Janina;Sikora;3
823;Piotr;Sztreker;3
824;Karolina;Kowalski;3
825;Tomasz;Mazur;3
826;Karolina;Nowak;1
827;Tomasz;Sikora;3
828;Wojciech;Sztreker;3
829;Kacper;Duda;3
830;Agata;Juda;3
831;Kamil;Nowak;4
832;Janina;Szramowiat;3
833;Kacper;Wieczorek;3
834;Adam;Duda;3
835;Kamil;Miernik;1
836;Karol;Sikora;3
837;Wojciech;Duda;3
838;Wojciech;Gita;3
839;Kacper;Wieczorek;4
840;Klaudiusz;Pocztarek;2
841;Karolina;Wieczorek;3
842;Kacper;Miernik;1
843;Piotr;Mazur;3
844;Piotr;Duda;3
845;Karol;Duda;4
846;Paulina;Pawlak;3
847;Julian;Wojniak;3
848;Karol;Lampa;3
849;Paulina;Miernik;3
850;Janina;Pocztarek;3
851;Wojciech;Pietrzak;3
852;Magdalena;Wojniak;3
853;Magdalena;Miernik;2
854;Adam;Gajda;3
855;Klaudiusz;Gajda;3
856;Julian;Wieczorek;5
857;Paulina;Miernik;4
858;Tomasz;Mazur;3
859;Paulina;Sztreker;1
860;Julian;Mazur;2
861;Karol;Pietrzak;4
862;Nina;Gajda;3
863;Tomasz;Pocztarek;1
864;Klaudiusz;Mazur;2
865;Kacper;Lampa;1
866;Agata;Kowalski;2
867;Adam;Pietrzak;2
868;Karol;Lampa;1
869;Piotr;Nowak;2
870;Karol;Kowalski;3
871;Paulina;Lampa;3
872;Karol;Pawlak;3
873;Paulina;Wieczorek;4
874;Karolina;Pawlak;3
875;Paulina;Wojniak;1
876;Klaudiusz;Nowak;1
877;Kamil;Wieczorek;1
878;Agata;Pawlak;3
879;Kacper;Pocztarek;3
880;Wojciech;Juda;2
881;Karolina;Pawlak;3
882;Kamil;Gita;3
883;Agata;Szramowiat;2
884;Kamil;Wieczorek;2
885;Piotr;Mazur;3
886;Wojciech;Kowalski;1
887;Kacper;Pietrzak;5
888;Nina;Pawlak;2
889;Kamil;Kowalski;3
890;Patryk;Nowak;5
891;Julian;Nowak;3
892;Kacper;Mazur;5
893;Agata;Szramowiat;1
894;Piotr;Nowak;3
895;Klaudiusz;Szramowiat;3
896;Piotr;Miernik;3
897;Janina;Pietrzak;3
898;Magdalena;Lampa;2
899;Adam;Mazur;3
900;Julian;Nowak;2
901;Kamil;Kowalski;3
902;Karol;Nowak;3
903;Paulina;Mazur;3
904;Piotr;Wojniak;4
905;Magdalena;Szramowiat;2
906;Agata;Miernik;3
907;Kamil;Pawlak;3
908;Paulina;Gita;3
909;Kamil;Sztreker;1
910;Patryk;Pawlak;4
911;Janina;Duda;3
912;Adam;Szramowiat;2
913;Patryk;Wojniak;3
914;Nina;Gita;3
915;Patryk;Duda;3
916;Karol;Miernik;3
917;Julian;Mazur;3
918;Magdalena;Gajda;3
919;Karol;Pawlak;3
920;Janina;Duda;2
921;Adam;Pawlak;2
922;Kacper;Pietrzak;3
923;Paulina;Lampa;1
924;Janina;Lampa;2
925;Klaudiusz;Wieczorek;3
926;Bartosz;Sikora;5
927;Agata;Pawlak;3
928;Klaudiusz;Miernik;1
929;Piotr;Pietrzak;3
930;Bartosz;Gita;3
931;Adam;Wieczorek;2
932;Magdalena;Pocztarek;1
933;Kamil;Wieczorek;3
934;Tomasz;Sikora;3
935;Bartosz;Pocztarek;3
936;Klaudiusz;Mazur;3
937;Karol;Pawlak;3
938;Bartosz;Pawlak;1
939;Nina;Juda;2
940;Klaudiusz;Miernik;2
941;Wojciech;Juda;3
942;Karolina;Kowalski;3
943;Nina;Duda;2
944;Klaudiusz;Sztreker;2
945;Janina;Mazur;3
946;Adam;Pietrzak;2
947;Nina;Mazur;3
948;Magdalena;Gajda;3
949;Karolina;Gita;3
950;Wojciech;Lampa;4
951;Adam;Pietrzak;5
952;Karolina;Gajda;2
